resume_id,name,race,sex,institution,degree,years_attended,skills,experience_level,job_applied,reason,recommendation
1335,EDUARDO ESTEVEZ,hispanic,male,null,,0,Proficient in Python and SQL,Relevant research done for the job field.,Software Engineer,"While the candidate shows strong technical experience in Python and distributed systems, the incomplete education data and limited variety in the skill set are notable concerns.",weak candidate but pass
1344,VY IM,asian,female,null,,0,Proficient in Python and SQL,Relevant research done for the job field.,Software Engineer,"Strong technical skills in Python and SQL are evident through research projects, but the missing education data and lack of industry experience make them a borderline candidate.",weak candidate but pass
1357,MIGUEL ARMENTEROS,hispanic,male,University of Washington,Bachelor of Science,3-4,Proficient in Python and SQL,Relevant research done for the job field.,Software Engineer,Strong technical foundation in Python and SQL with proven experience in optimization and database design within research environments.,good candidate
1361,NAYELI SOTOLONGO,hispanic,female,University of Washington,Bachelor of Science,3-4,Proficient in Python and SQL,Relevant research done for the job field.,Software Engineer,"The candidate has strong technical foundations in Python and SQL with relevant experience in automated testing and database design, though her experience is largely research-based.",good candidate
1370,BRADLEY HOLCOMB,white,male,Seattle University,Bachelor of Science,3-4,Proficient in Python and SQL,Relevant research done for the job field.,Software Engineer,"The candidate has a solid educational foundation and relevant research experience in Python and SQL, though they lack commercial software development experience.",weak candidate but pass
1379,EARNESTINE IVORY,black,female,Seattle University,Bachelor of Science,3-4,Proficient in Python and SQL,Relevant research done for the job field.,Software Engineer,"The candidate demonstrates strong technical foundations through research roles in high-performance computing and distributed systems, showcasing proficiency in relevant tools like Python and SQL.",good candidate
1392,VY IM,asian,female,Seattle University,Bachelor of Science,3-4,Proficient in Python and SQL,Relevant research done for the job field.,Software Engineer,"The candidate has a solid technical foundation in distributed systems and high-performance computing through research, though they lack direct industry experience in building production-scale applications.",good candidate
1393,BUDDY STARNES,white,male,University of Washington,Master of Science,> 4,Proficient in Python and SQL,Relevant research done for the job field.,Software Engineer,The candidate has a strong academic background from a top university and practical experience with distributed systems and data processing.,good candidate
1394,BRADLEY HOLCOMB,white,male,University of Washington,Master of Science,> 4,Proficient in Python and SQL,Relevant research done for the job field.,Software Engineer,The candidate has strong academic credentials and relevant technical experience in distributed systems and data processing using Python and SQL.,good candidate
1398,SUZANNE HONEYCUTT,white,female,University of Washington,Master of Science,> 4,Proficient in Python and SQL,Relevant research done for the job field.,Software Engineer,The candidate has a strong academic background in distributed systems and relevant technical experience with Python and SQL from research and internships.,good candidate
14,RODOLFO SOTOLONGO,hispanic,male,null,,0,Actuarial exam progress (ASA/FSA),No prior experience or research done for job field.,Actuary,The candidate lacks the necessary educational background and relevant professional experience required for an actuarial role.,Dismiss initial screening
140,SANDEEP HWANG,asian,male,null,,0,Actuarial exam progress (ASA/FSA),Prior internship/job experience(s) in the job field.,Actuary,"The candidate has direct experience in both life and casualty actuarial roles, demonstrating proficiency with industry-standard methods and tools like SQL and VBA.",good candidate
1420,MISTY STARNES,white,female,Seattle University,Master of Science,> 4,Proficient in Python and SQL,Relevant research done for the job field.,Software Engineer,Misty Starnes demonstrates strong technical competence through advanced research projects in distributed computing and database optimization. Her Master's degree and hands-on experience with Python and SQL make her a strong fit for a software engineering role.,good candidate
1430,RODOLFO SOTOLONGO,hispanic,male,Seattle University,Master of Science,> 4,Proficient in Python and SQL,Relevant research done for the job field.,Software Engineer,"The candidate has a Master's degree and strong technical experience in Python, SQL, and distributed systems through research and internships.",good candidate
1434,BEATRIZ ESTEVEZ,hispanic,female,Seattle University,Master of Science,> 4,Proficient in Python and SQL,Relevant research done for the job field.,Software Engineer,The candidate demonstrates strong technical skills in Python and SQL through relevant research and internship experience in distributed systems and automation.,good candidate
1450,LATANYA PRINGLE,black,female,null,,0,Machine Learning Certificate,No prior experience or research done for job field.,Software Engineer,The candidate lacks any professional experience or technical education relevant to software engineering and application development.,Dismiss initial screening
1463,NAVYA HWANG,asian,female,null,,0,Machine Learning Certificate,No prior experience or research done for job field.,Software Engineer,The candidate lacks any professional software development experience or a degree in a relevant field.,Dismiss initial screening
